Dataset_Name,Dataset_ID,Organization,Observer,Island,Region,Sector,Survey_Name,Survey_ID_InternalToYourProject,Depth_ft,Depth_bin,Latitude_DD,Longitude_DD,ObservationDate,AreaSurveyed_m2,LiveCoralCover,LiveCoralCover_Bin,CoralBleached,CoralBleached_Bin,BleachingSeverity,Taxon1_Code,Taxon1_Cover,Taxon1_Bleached,Taxon1_Ave_Sev,Taxon1_Max_Sev,Taxon2_Code,Taxon2_Cover,Taxon2_Bleached,Taxon2_Ave_Sev,Taxon2_Max_Sev,Taxon3_Code,Taxon3_Cover,Taxon3_Bleached,Taxon3_Ave_Sev,Taxon3_Max_Sev,Taxon4_Code,Taxon4_Cover,Taxon4_Bleached,Taxon4_Ave_Sev,Taxon4_Max_Sev,Taxon5_Code,Taxon5_Cover,Taxon5_Bleached,Taxon5_Ave_Sev,Taxon5_Max_Sev,Comments_Observation
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,R42_S_2_KF,,8,,21.47673,-157.826,10/23/2019,78.5,,4,,1,,MCAP,,,,,PCOM,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,R42_S_3_KF,,8,,21.47685,-157.826,10/23/2019,78.5,,5,,2,,MCAP,,,,,PCOM,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,R42_S_4_KF,,8,,21.47696,-157.826,10/23/2019,78.5,,5,,1,,MCAP,,,,,PCOM,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,R42_S_5_KF,,8,,21.47707,-157.826,10/23/2019,78.5,,5,,1,,MCAP,,,,,PCOM,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KD,Oahu,MHI,,SI_1_KD,,11,,21.29925,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,LK,Oahu,MHI,,SI_1_LK,,3,,21.29972,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,PMEA,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KD,Oahu,MHI,,SI_2_KD,,11,,21.29921,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,LK,Oahu,MHI,,SI_2_LK,,3,,21.2996,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,PMEA,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KD,Oahu,MHI,,SI_3_KD,,11,,21.29914,-157.881,10/17/2019,78.5,,1,,3,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,LK,Oahu,MHI,,SI_3_LK,,3,,21.29955,-157.88,10/17/2019,78.5,,1,,2,,PLOB,,,,,PMEA,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KD,Oahu,MHI,,SI_4_KD,,11,,21.29914,-157.881,10/17/2019,78.5,,0,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,LK,Oahu,MHI,,SI_4_LK,,3,,21.2996,-157.88,10/17/2019,78.5,,1,,2,,PLOB,,,,,PMEA,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KD,Oahu,MHI,,SI_5_KD,,11,,21.29912,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,LK,Oahu,MHI,,SI_5_LK,,3,,21.29956,-157.88,10/17/2019,78.5,,1,,1,,PLOB,,,,,PMEA,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,SI3_1_KF,,11,,21.29907,-157.881,10/17/2019,78.5,,1,,0,,PLOB,,,,,PMEA,,,,,PDAM,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,SI3_1_ND,,11,,21.29926,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,SI3_1_TJ,,11,,21.29896,-157.881,10/17/2019,78.5,,1,,0,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,SI3_2_KF,,11,,21.29903,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,PMEA,,,,,PDAM,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,SI3_2_ND,,11,,21.29921,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,SI3_2_TJ,,11,,21.29899,-157.881,10/17/2019,78.5,,1,,1,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,SI3_3_KF,,11,,21.29894,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,PMEA,,,,,PDAM,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,SI3_3_ND,,11,,21.29917,-157.881,10/17/2019,78.5,,1,,4,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,SI3_3_TJ,,11,,21.29901,-157.881,10/17/2019,78.5,,1,,1,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,SI3_4_KF,,11,,21.29897,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,PMEA,,,,,PDAM,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,SI3_4_ND,,11,,21.29915,-157.881,10/17/2019,78.5,,0,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,SI3_4_TJ,,11,,21.29897,-157.881,10/17/2019,78.5,,1,,1,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,SI3_5_KF,,11,,21.29894,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,PMEA,,,,,PDAM,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,SI3_5_ND,,11,,21.29915,-157.881,10/17/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,SI3_5_TJ,,11,,21.25606,-157.811,10/17/2019,78.5,,1,,0,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,SMakua_1_CG,,8,,21.52645,-158.23,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,SMakua_1_DL,,13,,21.52644,-158.23,10/21/2019,78.5,,2,,4,,PMEA,,,,,PLOB,,,,,LBEW,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,SMakua_1_KF,,7,,21.52643,-158.23,10/21/2019,78.5,,1,,4,,PMEA,,,,,PLOB,,,,,PLUT,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,SMakua_2_CG,,8,,21.52633,-158.23,10/21/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,SMakua_2_DL,,13,,21.52627,-158.23,10/21/2019,78.5,,1,,3,,PMEA,,,,,PLOB,,,,,LBEW,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,SMakua_2_KF,,7,,21.5263,-158.23,10/21/2019,78.5,,1,,3,,PMEA,,,,,PLOB,,,,,PLUT,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,SMakua_3_CG,,8,,21.5262,-158.23,10/21/2019,78.5,,2,,4,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,SMakua_3_DL,,13,,21.52608,-158.23,10/21/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,LBEW,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,SMakua_3_KF,,7,,21.52619,-158.23,10/21/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,PLUT,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,SMakua_4_CG,,8,,21.52608,-158.23,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,SMakua_4_DL,,13,,21.52593,-158.23,10/21/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,LBEW,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,SMakua_4_KF,,7,,21.52609,-158.23,10/21/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,PLUT,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,SMakua_5_CG,,8,,21.52596,-158.23,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,SMakua_5_DL,,13,,21.5258,-158.23,10/21/2019,78.5,,1,,3,,PMEA,,,,,PLOB,,,,,LBEW,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,SMakua_5_KF,,7,,21.52597,-158.23,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,PLUT,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,Tracks_1_ND,,10,,21.36054,-158.133,10/21/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,Tracks_1_TJ,,10,,21.36048,-158.133,10/21/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,Tracks_2_ND,,10,,21.36063,-158.133,10/21/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,Tracks_2_TJ,,10,,21.3606,-158.133,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,Tracks_3_ND,,10,,21.36072,-158.133,10/21/2019,78.5,,2,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,Tracks_3_TJ,,10,,21.36066,-158.133,10/21/2019,78.5,,3,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,Tracks_4_ND,,10,,21.3608,-158.133,10/21/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,Tracks_4_TJ,,10,,21.36076,-158.133,10/21/2019,78.5,,1,,5,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,Tracks_5_ND,,10,,21.36093,-158.133,10/21/2019,78.5,,1,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,Tracks_5_TJ,,10,,21.36093,-158.133,10/21/2019,78.5,,1,,5,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,UBP_1_ND,,13,,21.3936,-158.16,10/21/2019,78.5,,1,,4,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,UBP_1_TJ,,16,,21.39356,-158.16,10/21/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,UBP_2_ND,,13,,21.39369,-158.161,10/21/2019,78.5,,1,,3,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,UBP_2_TJ,,16,,21.39363,-158.161,10/21/2019,78.5,,2,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,UBP_3_ND,,13,,21.39376,-158.161,10/21/2019,78.5,,1,,3,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,UBP_3_TJ,,16,,21.39373,-158.161,10/21/2019,78.5,,1,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,UBP_4_ND,,13,,21.39383,-158.161,10/21/2019,78.5,,1,,2,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,UBP_4_TJ,,16,,21.39381,-158.161,10/21/2019,78.5,,2,,1,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,ND,Oahu,MHI,,UBP_5_ND,,13,,21.39394,-158.161,10/21/2019,78.5,,1,,3,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,TJ,Oahu,MHI,,UBP_5_TJ,,16,,21.39389,-158.161,10/21/2019,78.5,,1,,4,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,YokoNorth_1_CG,,11,,21.55358,-158.248,10/21/2019,78.5,,1,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,YokoNorth_1_DL,,10,,21.55355,-158.248,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,YokoNorth_1_KF,,13,,21.55354,-158.248,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,YokoNorth_2_CG,,11,,21.55373,-158.248,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,YokoNorth_2_DL,,10,,21.55367,-158.248,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,YokoNorth_2_KF,,13,,21.55362,-158.248,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,YokoNorth_3_CG,,11,,21.55387,-158.248,10/21/2019,78.5,,2,,4,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,YokoNorth_3_DL,,10,,21.55385,-158.248,10/21/2019,78.5,,2,,4,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,YokoNorth_3_KF,,13,,21.55376,-158.248,10/21/2019,78.5,,2,,4,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,YokoNorth_4_CG,,11,,21.55402,-158.248,10/21/2019,78.5,,1,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,YokoNorth_4_DL,,10,,21.55399,-158.248,10/21/2019,78.5,,1,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,YokoNorth_4_KF,,13,,21.554,-158.248,10/21/2019,78.5,,1,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,YokoNorth_5_CG,,11,,21.55416,-158.248,10/21/2019,78.5,,1,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,YokoNorth_5_DL,,10,,21.55415,-158.248,10/21/2019,78.5,,1,,4,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,YokoNorth_5_KF,,13,,21.55411,-158.248,10/21/2019,78.5,,1,,4,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,YokoSouth_1_CG,,8,,21.54514,-158.241,10/21/2019,78.5,,2,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,YokoSouth_1_DL,,10,,21.54536,-158.241,10/21/2019,78.5,,2,,4,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,YokoSouth_1_KF,,11,,21.54515,-158.241,10/21/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,YokoSouth_2_CG,,8,,21.54501,-158.241,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,YokoSouth_2_DL,,10,,21.54496,-158.241,10/21/2019,78.5,,3,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,YokoSouth_2_KF,,11,,21.54502,-158.241,10/21/2019,78.5,,2,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,YokoSouth_3_CG,,8,,21.54485,-158.241,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,YokoSouth_3_DL,,10,,21.54477,-158.241,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,YokoSouth_3_KF,,11,,21.54485,-158.241,10/21/2019,78.5,,2,,1,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,YokoSouth_4_CG,,8,,21.54472,-158.241,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,YokoSouth_4_DL,,10,,21.54461,-158.241,10/21/2019,78.5,,1,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,YokoSouth_4_KF,,11,,21.54472,-158.241,10/21/2019,78.5,,2,,1,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,CG,Oahu,MHI,,YokoSouth_5_CG,,8,,21.54456,-158.241,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,DL,Oahu,MHI,,YokoSouth_5_DL,,10,,21.54443,-158.241,10/21/2019,78.5,,3,,4,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_AIS,KF,Oahu,MHI,,YokoSouth_5_KF,,11,,21.54458,-158.241,10/21/2019,78.5,,2,,3,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,MM,Oahu,MHI,,Backyards_223_MM,,5.9,,21.68151,-158.036,10/22/2019,78.5,,2,,1,,PLOB,,,,,PCOM,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,MM,Oahu,MHI,,Backyards_224_MM,,5.9,,21.68167,-158.036,10/22/2019,78.5,,2,,1,,PLOB,,,,,PCOM,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,MM,Oahu,MHI,,Backyards_225_MM,,5.9,,21.68186,-158.036,10/22/2019,78.5,,2,,0,,PLOB,,,,,PCOM,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,MM,Oahu,MHI,,Backyards_226_MM,,5.9,,21.68199,-158.036,10/22/2019,78.5,,3,,0,,PLOB,,,,,PCOM,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,MM,Oahu,MHI,,Backyards_227_MM,,5.9,,21.68216,-158.037,10/22/2019,78.5,,2,,0,,PLOB,,,,,PCOM,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Jockos_194_HH,,6.9,,21.62554,-158.082,10/22/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Jockos_195_HH,,6.9,,21.62548,-158.082,10/22/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Jockos_196_HH,,6.9,,21.62543,-158.083,10/22/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Jockos_197_HH,,6.9,,21.62535,-158.083,10/22/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Jockos_198_HH,,6.9,,21.62532,-158.083,10/22/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Jockos_72_KK,,7.9,,21.62561,-158.082,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Jockos_73_KK,,7.9,,21.62558,-158.083,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Jockos_74_KK,,7.9,,21.62555,-158.083,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Jockos_75_KK,,7.9,,21.62549,-158.083,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Jockos_76_KK,,7.9,,21.62545,-158.083,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,CG,Oahu,MHI,,Kaio_246_CG,,4.9,,21.32703,-157.684,10/23/2019,78.5,,2,,2,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,
