Dataset_Name,Organization_Name,Observer_Name,Island_Name,Location_Name,Site_Name,Depth_ft,Depth_m,DepthBin_5m,Longitude_DD,Latitude_DD,ObservationDate,AreaSurveyed_m2,PercentLiveCoralCover,PctCoralUnbleached,PctCoralPartialBleached,PctCoralFullyBleached,PctAffected,UploadDate,InstitutionDataOwner,SupplierOfDataset,OwnerOfRecordForDataset,DataAuthors,DataManager,Method_Type,RasterAddress_1km,Longitude_RAS_1km,Latitude_RAS_1km,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105301_MAI,15.03076508,6.081377196,"(5,10]",-156.6016409,20.80400116,2015/11/05,2390.5,75,50,30,20,50,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17775,-156.5996364,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105302_MAI,11.0215786,4.859377157,"[0,5]",-156.5997932,20.80298887,2015/11/05,2382,65,57.5,25,17.5,42.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17775,-156.5996364,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105303_MAI,14.54364101,5.93290178,"(5,10]",-156.5978532,20.80201136,2015/11/05,2305.1,67.5,47.5,27.5,25,52.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17775,-156.5996364,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105304_MAI,15.10923632,6.10529523,"(5,10]",-156.59595,20.80116105,2015/11/05,2160.5,62.5,47.5,27.5,25,52.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17775,-156.5996364,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105305_MAI,11.40930934,4.977557487,"[0,5]",-156.5941816,20.80005827,2015/11/05,2293.8,50,50,27.5,22.5,50,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,18011,-156.5906224,20.79635113,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105306_MAI,9.400897424,4.365393535,"[0,5]",-156.5923753,20.79874033,2015/11/05,2532.2,45,52.5,27.5,20,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,18011,-156.5906224,20.79635113,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105307_MAI,4.812938497,2.966983654,"[0,5]",-156.5905092,20.79739005,2015/11/05,2526.7,67.5,47.5,35,17.5,52.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,18011,-156.5906224,20.79635113,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105308_MAI,12.69652809,5.369901762,"(5,10]",-156.5894289,20.7953422,2015/11/05,2469.2,60,52.5,22.5,25,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,18011,-156.5906224,20.79635113,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105309_MAI,12.57395376,5.332541106,"(5,10]",-156.5877281,20.79417399,2015/11/05,2193.2,62.5,50,25,25,50,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,18011,-156.5906224,20.79635113,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105310_MAI,14.85865096,6.028916813,"(5,10]",-156.5862811,20.79301546,2015/11/05,1823,57.5,52.5,27.5,20,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,18011,-156.5906224,20.79635113,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105401_MAI,11.19734557,4.91295093,"[0,5]",-156.6213643,20.80499469,2015/11/05,2308.1,35,22.5,40,37.5,77.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17773,-156.6176644,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105402_MAI,10.1244571,4.585934524,"[0,5]",-156.6196479,20.80376629,2015/11/05,2310.4,35,35,30,35,65,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17773,-156.6176644,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105403_MAI,17.06762888,6.702213283,"(5,10]",-156.6183726,20.80259062,2015/11/05,2008.4,30,35,42.5,22.5,65,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17773,-156.6176644,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105404_MAI,14.78545506,6.006606702,"(5,10]",-156.6166627,20.803207,2015/11/05,2256.6,27.5,40,45,15,60,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17773,-156.6176644,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105405_MAI,16.68861118,6.586688688,"(5,10]",-156.6146736,20.80384653,2015/11/05,2143.4,20,35,40,25,65,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17773,-156.6176644,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105406_MAI,15.39450805,6.192246054,"(5,10]",-156.6131975,20.80456681,2015/11/05,1999,17.5,45,35,20,55,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17773,-156.6176644,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105407_MAI,16.71512682,6.594770655,"(5,10]",-156.6116846,20.80522263,2015/11/05,2044.9,25,52.5,25,22.5,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17774,-156.6086504,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105408_MAI,16.364561,6.487918193,"(5,10]",-156.6099339,20.80544445,2015/11/05,2034.3,17.5,35,35,30,65,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17774,-156.6086504,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105409_MAI,13.31434792,5.558213246,"(5,10]",-156.607842,20.80595858,2015/11/05,2619,35,40,35,25,60,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17774,-156.6086504,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151105410_MAI,11.62592994,5.043583446,"(5,10]",-156.6054328,20.80584553,2015/11/05,2500.9,50,30,45,25,70,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,17774,-156.6086504,20.80537634,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106101_MAI,14.76075153,5.999077066,"(5,10]",-156.6940629,20.94862143,2015/11/06,4075.4,42.5,81,11.5,7.5,19,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14005,-156.6897764,20.94977977,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106102_MAI,19.51099279,7.446950602,"(5,10]",-156.694527,20.94720436,2015/11/06,6738.1,17.5,78.5,11.5,10,21.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14004,-156.6987904,20.94977977,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106103_MAI,16.91088642,6.654438181,"(5,10]",-156.6942995,20.94533064,2015/11/06,6653.8,20,65,20,15,35,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14004,-156.6987904,20.94977977,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106104_MAI,15.06870832,6.092942296,"(5,10]",-156.6936627,20.94348232,2015/11/06,6543,2,55,17.5,27.5,45,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14240,-156.6897764,20.94075455,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106105_MAI,11.90581587,5.128892677,"(5,10]",-156.6934653,20.94142651,2015/11/06,7242.8,4,60,25,15,40,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14240,-156.6897764,20.94075455,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106106_MAI,12.51830261,5.315578636,"(5,10]",-156.6936967,20.93913709,2015/11/06,8025.2,45,70,15,15,30,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14240,-156.6897764,20.94075455,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106107_MAI,23.375036,8.624710973,"(5,10]",-156.6940965,20.93669335,2015/11/06,8405.7,2.5,80,10,10,20,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14240,-156.6897764,20.94075455,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106108_MAI,19.7530971,7.520743996,"(5,10]",-156.6940007,20.93428055,2015/11/06,8063,0,100,0,0,0,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14475,-156.6897764,20.93172934,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106109_MAI,14.3691302,5.879710885,"(5,10]",-156.6940258,20.93195381,2015/11/06,7737.8,0.1,50,50,0,50,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14475,-156.6897764,20.93172934,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106110_MAI,15.45122534,6.209533484,"(5,10]",-156.6951183,20.92988071,2015/11/06,8094,0,100,0,0,0,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14474,-156.6987904,20.93172934,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106201_MAI,17.66545251,6.884429925,"(5,10]",-156.6936265,20.95010514,2015/11/06,5222.5,60,86,10,4,14,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14005,-156.6897764,20.94977977,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106202_MAI,20.42219865,7.724686149,"(5,10]",-156.6928085,20.95152511,2015/11/06,5496.1,55,88.5,7.5,4,11.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14005,-156.6897764,20.94977977,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106203_MAI,20.91201993,7.873983675,"(5,10]",-156.6917231,20.95310323,2015/11/06,6996.3,37.5,87.5,7.5,5,12.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14005,-156.6897764,20.94977977,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106204_MAI,20.30251578,7.68820681,"(5,10]",-156.6906869,20.95462143,2015/11/06,5174.8,0.6,94.4,0.6,5,5.6,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,13770,-156.6897764,20.95880498,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106205_MAI,20.59282945,7.776694416,"(5,10]",-156.6895807,20.95596685,2015/11/06,6395.1,37.5,86,5,9,14,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,13770,-156.6897764,20.95880498,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106206_MAI,19.50028261,7.44368614,"(5,10]",-156.6883569,20.95757149,2015/11/06,6901.6,25,73.5,15,11.5,26.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,13770,-156.6897764,20.95880498,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106207_MAI,21.49522314,8.051744013,"(5,10]",-156.6881126,20.95949023,2015/11/06,6932.2,10.5,54.5,5.5,40,45.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,13770,-156.6897764,20.95880498,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106208_MAI,24.68167798,9.022975448,"(5,10]",-156.6881665,20.96151792,2015/11/06,6866.1,1.5,49.8,45.1,5.1,50.2,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,13770,-156.6897764,20.95880498,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106209_MAI,22.57277572,8.380182039,"(5,10]",-156.6877664,20.96355297,2015/11/06,6854.8,2.5,54.9,40.1,5,45.1,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,13535,-156.6897764,20.96783019,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106210_MAI,25.0279973,9.128533577,"(5,10]",-156.687467,20.96552952,2015/11/06,6449.6,0.6,72.3,20.1,7.6,27.7,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,13535,-156.6897764,20.96783019,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106301_MAI,7.437691393,3.767008337,"[0,5]",-156.6973831,20.91514446,2015/11/06,7229.9,32.5,50,25,25,50,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14944,-156.6987904,20.91367891,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106302_MAI,6.286550385,3.416140557,"[0,5]",-156.6959642,20.9133906,2015/11/06,7441.1,37.5,50,25,25,50,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14944,-156.6987904,20.91367891,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106303_MAI,8.932696972,4.222686037,"[0,5]",-156.6942132,20.91193191,2015/11/06,7274.3,27.5,45,30,25,55,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14945,-156.6897764,20.91367891,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106304_MAI,10.08562753,4.574099271,"[0,5]",-156.6927799,20.9103519,2015/11/06,7256.7,35,35,35,30,65,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14945,-156.6897764,20.91367891,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106305_MAI,23.35632707,8.619008491,"(5,10]",-156.6916792,20.90921045,2015/11/06,6631.5,5,65,20,15,35,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,14945,-156.6897764,20.91367891,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106306_MAI,15.9092541,6.34914065,"(5,10]",-156.6901313,20.90900809,2015/11/06,6171.9,1.5,70,15,15,30,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,15180,-156.6897764,20.9046537,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106307_MAI,11.3982889,4.974198457,"[0,5]",-156.6886814,20.9078794,2015/11/06,8077,12.5,40,30,30,60,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,15180,-156.6897764,20.9046537,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106308_MAI,9.226860883,4.312347197,"[0,5]",-156.6875528,20.90575348,2015/11/06,7706.8,27.5,35,35,30,65,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,15180,-156.6897764,20.9046537,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106309_MAI,11.4197635,4.980743915,"[0,5]",-156.6864335,20.9036219,2015/11/06,8154.2,3,35,35,30,65,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,15180,-156.6897764,20.9046537,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151106310_MAI,11.24595399,4.927766776,"[0,5]",-156.6857984,20.90128719,2015/11/06,8151.7,10,40,32.5,27.5,60,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,15180,-156.6897764,20.9046537,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108101_LAN,26.04895527,9.439721566,"(5,10]",-156.8731873,20.7448531,2015/11/08,2098.1,0,100,0,0,0,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19390,-156.8700564,20.74219984,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108102_LAN,27.30288156,9.821918299,"(5,10]",-156.8715041,20.74578858,2015/11/08,2047.6,2,55,30,15,45,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19390,-156.8700564,20.74219984,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108103_LAN,21.59136939,8.08104939,"(5,10]",-156.8699493,20.7468717,2015/11/08,2110,62.5,60,30,10,40,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19155,-156.8700564,20.75122506,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108104_LAN,25.43463142,9.252475657,"(5,10]",-156.8684601,20.74812757,2015/11/08,2124.8,70,65,22.5,12.5,35,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19155,-156.8700564,20.75122506,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108105_LAN,25.17582155,9.173590408,"(5,10]",-156.8670686,20.74935895,2015/11/08,1901.6,55,67.5,22.5,10,32.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19155,-156.8700564,20.75122506,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108106_LAN,24.10449283,8.847049415,"(5,10]",-156.8658043,20.75043034,2015/11/08,1684.5,35,62.5,15,22.5,37.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19155,-156.8700564,20.75122506,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108107_LAN,26.22429196,9.493164189,"(5,10]",-156.8643726,20.75092802,2015/11/08,1548,0.1,30,0,70,70,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19156,-156.8610424,20.75122506,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108108_LAN,27.45191775,9.86734453,"(5,10]",-156.8630864,20.75159418,2015/11/08,1693.2,0,100,0,0,0,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19156,-156.8610424,20.75122506,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108109_LAN,21.44373159,8.036049389,"(5,10]",-156.8616217,20.75238686,2015/11/08,1912.4,0.6,40,15,45,60,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19156,-156.8610424,20.75122506,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108110_LAN,21.91803439,8.180616882,"(5,10]",-156.8601057,20.75280992,2015/11/08,1499,0.6,50,20,30,50,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19156,-156.8610424,20.75122506,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108201_LAN,21.41651675,8.027754305,"(5,10]",-156.9213834,20.73444196,2015/11/08,2349.4,32.5,67.5,20,12.5,32.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19619,-156.9241403,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108202_LAN,25.51009074,9.275475658,"(5,10]",-156.9203549,20.73580131,2015/11/08,2035.8,42.5,62.5,20,17.5,37.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19619,-156.9241403,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108203_LAN,25.57479321,9.29519697,"(5,10]",-156.9187625,20.73667412,2015/11/08,1962.6,15,30,30,40,70,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19620,-156.9151263,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108204_LAN,20.69898091,7.809049381,"(5,10]",-156.9170703,20.73688642,2015/11/08,1932.8,17.5,45,20,35,55,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19620,-156.9151263,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108205_LAN,26.03158295,9.434426483,"(5,10]",-156.9152258,20.73667723,2015/11/08,2030.6,17.5,57.5,15,27.5,42.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19620,-156.9151263,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108206_LAN,26.44098876,9.559213374,"(5,10]",-156.9134998,20.7363057,2015/11/08,2060.7,17.5,57.5,15,27.5,42.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19620,-156.9151263,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108207_LAN,23.06742469,8.530951046,"(5,10]",-156.9123956,20.73609644,2015/11/08,1680.6,22.5,57.5,20,22.5,42.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19620,-156.9151263,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108208_LAN,26.38499934,9.542147799,"(5,10]",-156.9117139,20.73554791,2015/11/08,1833.8,17.5,60,15,25,40,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19620,-156.9151263,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108209_LAN,22.81716651,8.454672352,"(5,10]",-156.9107364,20.73612625,2015/11/08,2213.7,25,60,17.5,22.5,40,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19620,-156.9151263,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108210_LAN,20.53499628,7.759066866,"(5,10]",-156.9090598,20.7358349,2015/11/08,2378.6,15,45,20,35,55,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19621,-156.9061123,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108301_LAN,20.40881482,7.720606757,"(5,10]",-156.9495357,20.73414858,2015/11/08,2206.1,40,70,15,15,30,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19616,-156.9511823,20.73317463,,,,,,,
