,Island,Depth_ft,Taxon,SST,Wave_energy
292,Oahu,2.0,PMEA,2.589245274,6405.5
293,Oahu,3.0,,2.589245274,6405.5
294,Oahu,2.0,PMEA,2.589245274,6405.5
295,Oahu,3.0,,2.589245274,6405.5
296,Oahu,2.0,PMEA,2.589245274,6405.5
297,Oahu,3.0,PLUT,2.589245274,6405.5
298,Oahu,2.0,PMEA,2.589245274,6405.5
299,Oahu,3.0,PLUT,2.589245274,6405.5
300,Oahu,2.0,PMEA,2.589245274,6405.5
301,Oahu,3.0,PLUT,2.589245274,6405.5
302,Oahu,2.0,PMEA,2.589245274,6405.5
303,Oahu,3.0,PLUT,2.589245274,6405.5
304,Oahu,2.0,PMEA,2.589245274,6405.5
305,Oahu,3.0,PLUT,2.589245274,6405.5
306,Oahu,2.0,PMEA,2.589245274,6405.5
307,Oahu,3.0,PLUT,2.589245274,6405.5
308,Oahu,2.0,PMEA,2.589245274,6405.5
309,Oahu,3.0,PLUT,2.589245274,6405.5
310,Oahu,2.0,PMEA,2.589245274,6405.5
311,Oahu,3.0,PLUT,2.589245274,6405.5
312,Oahu,2.0,PMEA,2.589245274,6405.5
313,Oahu,3.0,PLUT,2.589245274,6405.5
314,Oahu,2.0,PMEA,2.589245274,6405.5
315,Oahu,3.0,PLUT,2.589245274,6405.5
316,Oahu,2.0,PMEA,2.589245274,6405.5
317,Oahu,3.0,PLUT,2.589245274,6405.5
318,Oahu,2.0,,2.589245274,6405.5
319,Oahu,3.0,PLUT,2.589245274,6405.5
320,Oahu,2.0,,2.589245274,6405.5
321,Oahu,3.0,PLUT,2.589245274,6405.5
322,Oahu,2.0,,2.589245274,6405.5
323,Oahu,3.0,PLUT,2.589245274,6405.5
324,Oahu,2.0,,2.589245274,6405.5
325,Oahu,3.0,PLUT,2.589245274,6405.5
326,Oahu,2.0,,2.589245274,6405.5
327,Oahu,3.0,PLUT,2.589245274,6405.5
328,Oahu,2.0,PMEA,2.589245274,6405.5
329,Oahu,3.0,PLUT,2.589245274,6405.5
330,Oahu,2.0,PMEA,2.589245274,6405.5
331,Oahu,3.0,PLUT,2.589245274,6405.5
332,Oahu,2.0,PMEA,2.589245274,6405.5
333,Oahu,3.0,PLUT,2.589245274,6405.5
334,Oahu,2.0,PMEA,2.589245274,6405.5
335,Oahu,3.0,PLUT,2.589245274,6405.5
336,Oahu,2.0,PMEA,2.589245274,6405.5
337,Oahu,10.0,,2.525660317,49585.0
338,Oahu,10.0,PLOB,2.525660317,49585.0
339,Oahu,11.0,PMEA,2.525660317,49585.0
340,Oahu,10.0,,2.525660317,49585.0
341,Oahu,10.0,PLOB,2.525660317,49585.0
342,Oahu,11.0,PMEA,2.525660317,49585.0
343,Oahu,10.0,,2.525660317,49585.0
344,Oahu,10.0,PLOB,2.525660317,49585.0
345,Oahu,11.0,PMEA,2.525660317,49585.0
346,Oahu,10.0,,2.525660317,49585.0
347,Oahu,10.0,PLOB,2.525660317,49585.0
348,Oahu,11.0,PMEA,2.525660317,49585.0
349,Oahu,10.0,,2.525660317,49585.0
350,Oahu,10.0,PLOB,2.525660317,49585.0
351,Oahu,11.0,PMEA,2.525660317,49585.0
352,Oahu,8.0,PLOB,2.525660317,49585.0
353,Oahu,8.0,,2.525660317,49585.0
354,Oahu,8.0,,2.525660317,49585.0
355,Oahu,8.0,PLOB,2.525660317,49585.0
356,Oahu,8.0,,2.525660317,49585.0
357,Oahu,8.0,,2.525660317,49585.0
358,Oahu,8.0,PLOB,2.525660317,49585.0
359,Oahu,8.0,,2.525660317,49585.0
360,Oahu,8.0,,2.525660317,49585.0
361,Oahu,8.0,PLOB,2.525660317,49585.0
362,Oahu,8.0,,2.525660317,49585.0
363,Oahu,8.0,,2.525660317,49585.0
364,Oahu,8.0,PLOB,2.525660317,49585.0
365,Oahu,8.0,,2.525660317,49585.0
366,Oahu,8.0,,2.525660317,49585.0
367,Oahu,3.0,,,
368,Oahu,3.0,,,
369,Oahu,3.0,,,
370,Oahu,3.0,,2.493962306,
371,Oahu,3.0,,2.493962306,
372,Oahu,5.0,,,
373,Oahu,5.0,,,
374,Oahu,5.0,,,
375,Oahu,5.0,,2.493962306,
376,Oahu,5.0,,2.493962306,
377,Oahu,8.0,,,
378,Oahu,8.0,,,
379,Oahu,8.0,,,
380,Oahu,8.0,,2.493962306,
381,Oahu,8.0,,2.493962306,
382,Oahu,10.0,PLUT,2.557877361,15275.0
383,Oahu,10.0,PLOB,2.557877361,15275.0
384,Oahu,10.0,PLUT,2.557877361,15275.0
385,Oahu,10.0,PLOB,2.557877361,15275.0
386,Oahu,10.0,PLUT,2.557877361,15275.0
387,Oahu,10.0,PLOB,2.557877361,15275.0
388,Oahu,10.0,PLUT,2.557877361,15275.0
389,Oahu,10.0,PLOB,2.557877361,15275.0
390,Oahu,10.0,PLUT,2.557877361,15275.0
391,Oahu,10.0,PLOB,2.557877361,15275.0
392,Oahu,10.0,PLOB,2.537767308,12289.3
393,Oahu,7.0,PLOB,2.537767308,12289.3
394,Oahu,11.0,PLOB,2.537767308,12289.3
395,Oahu,10.0,PLOB,2.537767308,12289.3
396,Oahu,7.0,PLOB,2.537767308,12289.3
397,Oahu,11.0,PLOB,2.537767308,12289.3
398,Oahu,10.0,PLOB,2.537767308,12289.3
399,Oahu,7.0,PLOB,2.537767308,12289.3
400,Oahu,11.0,PLOB,2.537767308,12289.3
401,Oahu,10.0,PLOB,2.537767308,12289.3
402,Oahu,7.0,PLOB,2.537767308,12289.3
403,Oahu,11.0,PLOB,2.537767308,12289.3
404,Oahu,10.0,PLOB,2.537767308,12289.3
405,Oahu,7.0,PLOB,2.537767308,12289.3
406,Oahu,11.0,PLOB,2.537767308,12289.3
407,Oahu,7.0,MCAP,2.496027773,
408,Oahu,8.0,,2.496027773,
409,Oahu,7.0,,2.496027773,
410,Oahu,7.0,MCAP,2.496027773,
411,Oahu,8.0,,2.496027773,
412,Oahu,7.0,,2.496027773,
413,Oahu,7.0,MCAP,2.496027773,
414,Oahu,8.0,,2.496027773,
415,Oahu,7.0,,2.496027773,
416,Oahu,7.0,MCAP,2.496027773,
417,Oahu,8.0,,2.496027773,
418,Oahu,7.0,,2.496027773,
419,Oahu,7.0,MCAP,2.496027773,
420,Oahu,8.0,,2.496027773,
421,Oahu,7.0,,2.496027773,
422,Oahu,7.0,,2.537924569,97345.5
423,Oahu,10.0,,2.537924569,97345.5
424,Oahu,10.0,PLOB,2.537924569,97345.5
425,Oahu,7.0,,2.537924569,97345.5
426,Oahu,10.0,,2.537924569,97345.5
427,Oahu,10.0,PLOB,2.537924569,97345.5
428,Oahu,7.0,,2.537924569,97345.5
429,Oahu,10.0,,2.537924569,97345.5
430,Oahu,10.0,PLOB,2.537924569,97345.5
431,Oahu,7.0,,2.537924569,97345.5
432,Oahu,10.0,,2.537924569,97345.5
433,Oahu,10.0,PLOB,2.537924569,97345.5
434,Oahu,7.0,,2.537924569,97345.5
435,Oahu,10.0,,2.537924569,97345.5
436,Oahu,10.0,PLOB,2.537924569,97345.5
437,Oahu,7.0,,2.496415053,
438,Oahu,7.0,,2.496415053,
439,Oahu,7.0,,2.496415053,
440,Oahu,7.0,,2.496415053,
441,Oahu,7.0,,2.496415053,
442,Oahu,5.0,,2.496415053,
443,Oahu,3.0,MCAP,2.496415053,
444,Oahu,5.0,,2.496415053,
445,Oahu,3.0,MCAP,2.496415053,
446,Oahu,5.0,,2.496415053,
447,Oahu,3.0,MCAP,2.496415053,
448,Oahu,5.0,,2.496415053,
449,Oahu,3.0,MCAP,2.496415053,
450,Oahu,5.0,,2.496415053,
451,Oahu,3.0,MCAP,2.496415053,
452,Oahu,3.0,,2.493962306,
453,Oahu,3.0,,2.493962306,
454,Oahu,3.0,,2.493962306,
455,Oahu,3.0,,2.493962306,
456,Oahu,3.0,,2.493962306,
457,Oahu,3.0,,2.493962306,
458,Oahu,3.0,,2.493962306,
459,Oahu,3.0,,2.493962306,
460,Oahu,3.0,,2.493962306,
461,Oahu,3.0,,2.493962306,
462,Oahu,8.0,MCAP,2.493962306,
463,Oahu,8.0,MCAP,2.493962306,
464,Oahu,8.0,MCAP,2.493962306,
465,Oahu,8.0,MCAP,2.493962306,
466,Oahu,8.0,MCAP,2.493962306,
467,Oahu,5.0,,2.493962306,
468,Oahu,5.0,,2.493962306,
469,Oahu,5.0,,,
470,Oahu,5.0,,,
471,Oahu,5.0,,,
472,Oahu,7.0,PCOM,2.493962306,
473,Oahu,7.0,PCOM,2.493962306,
474,Oahu,7.0,PCOM,2.493962306,
475,Oahu,7.0,PCOM,2.493962306,
476,Oahu,7.0,PCOM,,
477,Oahu,8.0,PCOM,2.493962306,
478,Oahu,8.0,PCOM,2.493962306,
479,Oahu,8.0,PCOM,2.493962306,
480,Oahu,8.0,PCOM,,
481,Oahu,8.0,PCOM,,
482,Oahu,11.0,,2.589245274,6405.5
483,Oahu,3.0,PMEA,2.589245274,6405.5
484,Oahu,11.0,,2.589245274,6405.5
485,Oahu,3.0,PMEA,2.589245274,6405.5
486,Oahu,11.0,,2.589245274,6405.5
487,Oahu,3.0,PMEA,2.589245274,6405.5
488,Oahu,11.0,,2.589245274,6405.5
489,Oahu,3.0,PMEA,2.589245274,6405.5
490,Oahu,11.0,,2.589245274,6405.5
491,Oahu,3.0,PMEA,2.589245274,6405.5
492,Oahu,11.0,PMEA,2.589245274,6405.5
493,Oahu,11.0,,2.589245274,6405.5
494,Oahu,11.0,,2.589245274,6405.5
495,Oahu,11.0,PMEA,2.589245274,6405.5
496,Oahu,11.0,,2.589245274,6405.5
497,Oahu,11.0,,2.589245274,6405.5
498,Oahu,11.0,PMEA,2.589245274,6405.5
499,Oahu,11.0,,2.589245274,6405.5
500,Oahu,11.0,,2.589245274,6405.5
501,Oahu,11.0,PMEA,2.589245274,6405.5
502,Oahu,11.0,,2.589245274,6405.5
503,Oahu,11.0,,2.589245274,6405.5
504,Oahu,11.0,PMEA,2.589245274,6405.5
505,Oahu,11.0,,2.589245274,6405.5
506,Oahu,11.0,,2.558301782,16005.0
507,Oahu,8.0,PLOB,2.537767308,20896.0
508,Oahu,13.0,PLOB,2.537767308,20896.0
509,Oahu,7.0,PLOB,2.537767308,20896.0
510,Oahu,8.0,PLOB,2.537767308,20896.0
511,Oahu,13.0,PLOB,2.537767308,20896.0
512,Oahu,7.0,PLOB,2.537767308,20896.0
513,Oahu,8.0,PLOB,2.537767308,20896.0
514,Oahu,13.0,PLOB,2.537767308,20896.0
515,Oahu,7.0,PLOB,2.537767308,20896.0
516,Oahu,8.0,PLOB,2.537767308,20896.0
517,Oahu,13.0,PLOB,2.537767308,20896.0
518,Oahu,7.0,PLOB,2.537767308,20896.0
519,Oahu,8.0,PLOB,2.537767308,20896.0
520,Oahu,13.0,PLOB,2.537767308,20896.0
521,Oahu,7.0,PLOB,2.537767308,20896.0
522,Oahu,10.0,PLOB,2.557877361,34121.41
523,Oahu,10.0,PLOB,2.557877361,34121.41
524,Oahu,10.0,PLOB,2.557877361,34121.41
525,Oahu,10.0,PLOB,2.557877361,34121.41
526,Oahu,10.0,PLOB,2.557877361,34121.41
527,Oahu,10.0,PLOB,2.557877361,34121.41
528,Oahu,10.0,PLOB,2.557877361,34121.41
529,Oahu,10.0,PLOB,2.557877361,34121.41
530,Oahu,10.0,PLOB,2.557877361,34121.41
531,Oahu,10.0,PLOB,2.557877361,34121.41
532,Oahu,13.0,,2.562075561,26371.0
533,Oahu,16.0,PLOB,2.562075561,26371.0
534,Oahu,13.0,,2.562075561,26371.0
535,Oahu,16.0,PLOB,2.562075561,26371.0
536,Oahu,13.0,,2.562075561,26371.0
537,Oahu,16.0,PLOB,2.562075561,26371.0
538,Oahu,13.0,,2.562075561,26371.0
539,Oahu,16.0,PLOB,2.562075561,26371.0
540,Oahu,13.0,,2.562075561,26371.0
541,Oahu,16.0,PLOB,2.562075561,26371.0
542,Oahu,11.0,PLOB,2.550188784,12388.0
543,Oahu,10.0,PLOB,2.550188784,12388.0
544,Oahu,13.0,PLOB,2.550188784,12388.0
545,Oahu,11.0,PLOB,2.550188784,12388.0
546,Oahu,10.0,PLOB,2.550188784,12388.0
547,Oahu,13.0,PLOB,2.550188784,12388.0
548,Oahu,11.0,PLOB,2.550188784,12388.0
549,Oahu,10.0,PLOB,2.550188784,12388.0
550,Oahu,13.0,PLOB,2.550188784,12388.0
551,Oahu,11.0,PLOB,2.550188784,12388.0
552,Oahu,10.0,PLOB,2.550188784,12388.0
553,Oahu,13.0,PLOB,2.550188784,12388.0
554,Oahu,11.0,PLOB,2.550188784,12388.0
555,Oahu,10.0,PLOB,2.550188784,12388.0
556,Oahu,13.0,PLOB,2.550188784,12388.0
557,Oahu,8.0,PLOB,2.537767308,10621.5
558,Oahu,10.0,PLOB,2.537767308,10621.5
559,Oahu,11.0,PLOB,2.537767308,10621.5
560,Oahu,8.0,PLOB,2.537767308,10621.5
561,Oahu,10.0,PLOB,2.537767308,10621.5
562,Oahu,11.0,PLOB,2.537767308,10621.5
563,Oahu,8.0,PLOB,2.537767308,10621.5
564,Oahu,10.0,PLOB,2.537767308,10621.5
565,Oahu,11.0,PLOB,2.537767308,10621.5
566,Oahu,8.0,PLOB,2.537767308,10621.5
567,Oahu,10.0,PLOB,2.537767308,10621.5
568,Oahu,11.0,PLOB,2.537767308,10621.5
569,Oahu,8.0,PLOB,2.537767308,10621.5
570,Oahu,10.0,PLOB,2.537767308,10621.5
571,Oahu,11.0,PLOB,2.537767308,10621.5
572,Oahu,5.9,PCOM,2.509245423,97345.5
573,Oahu,5.9,PCOM,2.509245423,97345.5
574,Oahu,5.9,PCOM,2.509245423,97345.5
575,Oahu,5.9,PCOM,2.509245423,97345.5
576,Oahu,5.9,PCOM,2.509245423,97345.5
577,Oahu,6.9,,2.528301959,90214.5
578,Oahu,6.9,,2.528301959,90214.5
579,Oahu,6.9,,2.528301959,90214.5
580,Oahu,6.9,,2.528301959,90214.5
581,Oahu,6.9,,2.528301959,90214.5
582,Oahu,7.9,,2.528301959,90214.5
583,Oahu,7.9,,2.528301959,90214.5
584,Oahu,7.9,,2.528301959,90214.5
585,Oahu,7.9,,2.528301959,90214.5
586,Oahu,7.9,,2.528301959,90214.5
587,Oahu,4.9,MCAP,2.545471731,
588,Oahu,4.9,MCAP,2.545471731,
589,Oahu,4.9,MCAP,2.545471731,
590,Oahu,4.9,MCAP,2.545471731,
591,Oahu,4.9,MCAP,2.545471731,
592,Oahu,3.3,PLUT,2.545471731,
593,Oahu,3.3,PLUT,2.545471731,
594,Oahu,3.3,PLUT,2.545471731,
595,Oahu,3.0,,2.545471731,
596,Oahu,3.3,PLUT,2.545471731,
597,Oahu,3.0,,2.545471731,
598,Oahu,3.3,PLUT,2.545471731,
599,Oahu,3.0,,2.545471731,
600,Oahu,3.0,,2.545471731,
601,Oahu,3.0,,2.545471731,
602,Oahu,6.9,PLOB,2.509245423,
603,Oahu,6.9,,2.509245423,
604,Oahu,6.9,PLOB,2.509245423,
605,Oahu,6.9,PLOB,2.509245423,
606,Oahu,6.9,PLOB,2.509245423,
607,Oahu,6.9,PLOB,2.509245423,
608,Oahu,6.9,PLOB,2.509245423,
609,Oahu,6.9,PLOB,2.509245423,
610,Oahu,6.9,PLOB,2.509245423,
611,Oahu,6.9,PLOB,2.509245423,
612,Oahu,2.0,PLOB,2.589245274,6405.5
613,Oahu,2.0,PLOB,2.589245274,6405.5
614,Oahu,2.0,PLOB,2.589245274,6405.5
615,Oahu,2.0,PLOB,2.589245274,6405.5
616,Oahu,2.0,PLOB,2.589245274,6405.5
617,Oahu,2.0,PBRI,2.589245274,6405.5
618,Oahu,2.0,PBRI,2.589245274,6405.5
619,Oahu,2.0,PBRI,2.589245274,6405.5
620,Oahu,2.0,PBRI,2.589245274,6405.5
621,Oahu,2.0,PBRI,2.589245274,6405.5
622,Oahu,2.0,PLUT,2.589245274,6405.5
623,Oahu,2.0,PLUT,2.589245274,6405.5
624,Oahu,2.0,PLUT,2.589245274,6405.5
625,Oahu,2.0,PLUT,2.589245274,6405.5
626,Oahu,2.0,PLUT,2.589245274,6405.5
627,Oahu,2.0,PLUT,2.589245274,6405.5
628,Oahu,2.0,PLUT,2.589245274,6405.5
629,Oahu,2.0,PLUT,2.589245274,6405.5
630,Oahu,2.0,PLUT,2.589245274,6405.5
631,Oahu,2.0,PLUT,2.589245274,6405.5
632,Oahu,2.0,PLUT,2.589245274,6405.5
633,Oahu,2.0,PLUT,2.589245274,6405.5
634,Oahu,2.0,PLUT,2.589245274,6405.5
635,Oahu,2.0,PLUT,2.589245274,6405.5
636,Oahu,11.8,,2.56094346,41993.0
637,Oahu,11.8,,2.56094346,41993.0
638,Oahu,11.8,,2.56094346,41993.0
639,Oahu,11.8,,2.56094346,41993.0
640,Oahu,11.8,,2.56094346,41993.0
641,Oahu,7.9,PLOB,2.56094346,41993.0
642,Oahu,7.9,PLOB,2.56094346,41993.0
643,Oahu,7.9,PLOB,2.56094346,41993.0
644,Oahu,7.9,PLOB,2.56094346,41993.0
645,Oahu,7.9,PLOB,2.56094346,41993.0
646,Oahu,19.7,MCAP,2.56094346,41993.0
647,Oahu,19.7,MCAP,2.56094346,41993.0
648,Oahu,19.7,MCAP,2.56094346,41993.0
649,Oahu,19.7,MCAP,2.56094346,41993.0
650,Oahu,19.7,MCAP,2.56094346,41993.0
651,Oahu,14.8,PLOB,2.56094346,41993.0
652,Oahu,14.8,PLOB,2.56094346,41993.0
653,Oahu,14.8,PLOB,2.56094346,41993.0
654,Oahu,14.8,PLOB,2.56094346,41993.0
655,Oahu,14.8,PLOB,2.56094346,41993.0
656,Oahu,6.9,PLOB,2.525660317,41429.075
657,Oahu,6.9,PLOB,2.525660317,41429.075
658,Oahu,6.9,PLOB,2.525660317,41429.075
659,Oahu,6.9,PLOB,2.525660317,41429.075
660,Oahu,6.9,PLOB,2.525660317,41429.075
661,Oahu,6.6,PCOM,2.517169772,
662,Oahu,6.6,PCOM,2.517169772,
663,Oahu,6.6,PCOM,2.517169772,
664,Oahu,6.6,PCOM,2.517169772,
665,Oahu,6.6,PCOM,2.517169772,
666,Oahu,6.6,PCOM,2.517169772,
667,Oahu,6.6,PCOM,2.517169772,
668,Oahu,6.6,PCOM,2.517169772,
669,Oahu,6.6,PCOM,2.517169772,
670,Oahu,6.6,PCOM,2.517169772,
671,Oahu,5.9,PLUT,2.517169772,
672,Oahu,5.9,PLUT,2.517169772,
673,Oahu,5.9,PLUT,2.517169772,
674,Oahu,5.9,PLUT,2.517169772,
675,Oahu,7.9,,2.517169772,
676,Oahu,5.9,PLUT,2.517169772,
677,Oahu,7.9,,2.517169772,
678,Oahu,7.9,,2.517169772,
679,Oahu,8.9,MCAP,2.517169772,
680,Oahu,7.9,,2.517169772,
681,Oahu,8.9,MCAP,2.517169772,
682,Oahu,7.9,,2.517169772,
683,Oahu,8.9,MCAP,2.517169772,
684,Oahu,8.9,,2.517169772,
685,Oahu,8.9,MCAP,2.517169772,
686,Oahu,8.9,,2.517169772,
687,Oahu,8.9,MCAP,,
688,Oahu,8.9,,2.517169772,
689,Oahu,8.9,,2.517169772,
690,Oahu,8.9,,2.517169772,
691,Oahu,6.9,,2.528301959,90214.5
692,Oahu,6.9,,2.528301959,90214.5
693,Oahu,6.9,,2.528301959,90214.5
694,Oahu,6.9,,2.528301959,90214.5
695,Oahu,6.9,,2.528301959,90214.5
696,Oahu,6.9,,2.528301959,90214.5
697,Oahu,6.9,,2.528301959,90214.5
698,Oahu,3.9,PLUT,2.509245423,97345.5
699,Oahu,6.9,,2.528301959,90214.5
700,Oahu,3.9,PLUT,2.509245423,97345.5
701,Oahu,6.9,,2.528301959,90214.5
702,Oahu,3.9,PLUT,2.509245423,97345.5
703,Oahu,6.9,,2.528301959,90214.5
704,Oahu,3.9,PLUT,2.509245423,97345.5
705,Oahu,3.9,PLUT,2.509245423,97345.5
706,Oahu,9.8,PLOB,2.560754668,19854.2619
707,Oahu,9.8,PLOB,2.560754668,19854.2619
708,Oahu,9.8,PLOB,2.560754668,19854.2619
709,Oahu,9.8,PLOB,2.560754668,19854.2619
710,Oahu,9.8,PLOB,2.560754668,19854.2619
711,Oahu,10.8,PMEA,2.560754668,19854.2619
712,Oahu,10.8,PMEA,2.560754668,19854.2619
713,Oahu,10.8,PMEA,2.560754668,19854.2619
714,Oahu,10.8,PMEA,2.560754668,19854.2619
715,Oahu,10.8,PMEA,2.560754668,19854.2619
716,Oahu,7.9,,2.525660317,57667.025
717,Oahu,7.9,,2.525660317,57667.025
718,Oahu,7.9,,2.525660317,57667.025
719,Oahu,7.9,,2.525660317,57667.025
720,Oahu,7.9,,2.525660317,57667.025
721,Oahu,6.9,PLUT,2.525660317,57667.025
722,Oahu,6.9,PLUT,2.525660317,57667.025
723,Oahu,6.9,PLUT,2.525660317,57667.025
724,Oahu,6.9,PLUT,2.525660317,57667.025
725,Oahu,6.9,PLUT,2.525660317,57667.025
726,Oahu,7.9,,2.545471731,38671.5
727,Oahu,7.9,,2.545471731,38671.5
728,Oahu,6.6,MCAP,2.545471731,38671.5
729,Oahu,6.6,MCAP,2.545471731,38671.5
730,Oahu,6.6,MCAP,2.545471731,38671.5
731,Oahu,6.6,MCAP,2.545471731,38671.5
732,Oahu,6.6,MCAP,2.560754668,19854.2619
733,Oahu,6.9,MCAP,2.545471731,38671.5
734,Oahu,6.9,MCAP,2.545471731,38671.5
735,Oahu,6.9,MCAP,2.545471731,38671.5
736,Oahu,7.9,,2.545471731,38671.5
737,Oahu,6.9,MCAP,2.545471731,38671.5
738,Oahu,7.9,,2.545471731,38671.5
739,Oahu,6.9,MCAP,2.545471731,38671.5
740,Oahu,7.9,,2.545471731,38671.5
741,Oahu,8.9,,2.528301959,91195.0
742,Oahu,8.9,,2.528301959,91195.0
743,Oahu,8.9,,2.528301959,91195.0
744,Oahu,8.9,,2.528301959,91195.0
745,Oahu,8.9,,2.528301959,91195.0
746,Oahu,3.9,,2.528301959,91195.0
747,Oahu,3.9,,2.528301959,91195.0
748,Oahu,3.9,,2.528301959,91195.0
749,Oahu,3.9,,2.528301959,91195.0
750,Oahu,3.9,,2.528301959,91195.0
751,Oahu,9.8,PLOB,2.525660317,41429.075
752,Oahu,9.8,PLOB,2.525660317,41429.075
753,Oahu,9.8,PLOB,2.525660317,41429.075
754,Oahu,9.8,PLOB,2.525660317,41429.075
755,Oahu,9.8,PLOB,2.525660317,41429.075
756,Oahu,7.9,,2.525660317,41429.075
757,Oahu,7.9,,2.525660317,41429.075
758,Oahu,7.9,,2.525660317,41429.075
759,Oahu,7.9,,2.525660317,41429.075
760,Oahu,7.9,,2.525660317,41429.075
761,Oahu,9.8,PLOB,2.525660317,41429.075
762,Oahu,9.8,PLOB,2.525660317,41429.075
763,Oahu,9.8,PLOB,2.525660317,41429.075
764,Oahu,9.8,PLOB,2.525660317,41429.075
765,Oahu,9.8,PLOB,2.525660317,41429.075
766,Oahu,11.8,PLOB,2.560754668,19854.2619
767,Oahu,11.8,PLOB,2.560754668,19854.2619
768,Oahu,11.8,PLOB,2.560754668,19854.2619
769,Oahu,11.8,PLOB,2.560754668,19854.2619
770,Oahu,11.8,PLOB,2.560754668,19854.2619
771,Oahu,14.8,PMEA,2.560754668,19854.2619
772,Oahu,14.8,PMEA,2.560754668,19854.2619
773,Oahu,14.8,PMEA,2.560754668,19854.2619
774,Oahu,14.8,PMEA,2.560754668,19854.2619
775,Oahu,14.8,PMEA,2.560754668,19854.2619
776,Oahu,7.9,,2.589245274,6405.5
777,Oahu,7.9,,2.589245274,6405.5
778,Oahu,7.9,,2.589245274,6405.5
779,Oahu,6.6,,2.589245274,6405.5
780,Oahu,6.6,,2.589245274,6405.5
781,Oahu,6.6,,2.589245274,6405.5
782,Oahu,6.6,,2.589245274,6405.5
783,Oahu,6.6,,2.589245274,6405.5
784,Oahu,7.9,,2.589245274,6405.5
785,Oahu,7.9,,2.589245274,6405.5
786,Oahu,7.9,,2.589245274,6405.5
787,Oahu,7.9,,2.589245274,6405.5
788,Oahu,7.9,,2.589245274,6405.5
789,Oahu,7.9,,2.589245274,6405.5
790,Oahu,7.9,,2.589245274,6405.5
791,Oahu,9.8,,2.589245274,6405.5
792,Oahu,9.8,,2.589245274,6405.5
793,Oahu,9.8,,2.589245274,6405.5
794,Oahu,9.8,,2.589245274,6405.5
795,Oahu,9.8,,2.589245274,6405.5
796,Oahu,5.9,PMEA,2.528301959,84917.0
797,Oahu,5.9,PMEA,2.528301959,84917.0
798,Oahu,5.9,PMEA,2.528301959,84917.0
799,Oahu,5.9,PMEA,2.528301959,84917.0
800,Oahu,5.9,PMEA,2.528301959,84917.0
801,Oahu,6.6,MCAP,2.528301959,84917.0
802,Oahu,6.6,MCAP,2.528301959,84917.0
803,Oahu,6.6,MCAP,2.528301959,84917.0
804,Oahu,6.6,MCAP,2.528301959,84917.0
805,Oahu,6.6,MCAP,2.528301959,84917.0
806,Oahu,4.9,PMEA,2.558301782,6408.790984
807,Oahu,4.9,PMEA,2.558301782,6408.790984
808,Oahu,4.9,PMEA,2.558301782,6408.790984
809,Oahu,4.9,PMEA,2.558301782,6408.790984
810,Oahu,4.9,PMEA,2.558301782,6408.790984
811,Oahu,4.1,,2.558301782,6408.790984
812,Oahu,4.1,,2.558301782,6408.790984
813,Oahu,4.1,,2.558301782,6408.790984
814,Oahu,4.1,,2.558301782,6408.790984
815,Oahu,4.1,,2.558301782,6408.790984
816,Oahu,4.1,,2.558301782,6408.790984
817,Oahu,4.1,,2.558301782,6408.790984
818,Oahu,4.1,,2.558301782,6408.790984
819,Oahu,4.1,,2.558301782,6408.790984
820,Oahu,4.1,,2.558301782,6408.790984
821,Oahu,4.9,,2.558301782,6408.790984
822,Oahu,4.9,,2.558301782,6408.790984
823,Oahu,4.9,,2.558301782,6408.790984
824,Oahu,4.9,,2.558301782,6408.790984
825,Oahu,4.9,,2.558301782,6408.790984
826,Oahu,3.3,,2.558301782,6408.790984
827,Oahu,3.3,,2.558301782,6408.790984
828,Oahu,3.3,,2.558301782,6408.790984
829,Oahu,3.3,,2.558301782,6408.790984
830,Oahu,3.3,,2.558301782,6408.790984
831,Oahu,4.3,,2.558301782,6408.790984
832,Oahu,4.3,,2.558301782,6408.790984
833,Oahu,4.3,,2.558301782,6408.790984
834,Oahu,4.3,,2.558301782,6408.790984
835,Oahu,4.3,,2.558301782,6408.790984
836,Oahu,2.3,,2.558301782,6408.790984
837,Oahu,2.3,,2.558301782,6408.790984
838,Oahu,2.3,,2.558301782,6408.790984
839,Oahu,2.3,,2.558301782,6408.790984
840,Oahu,2.3,,2.558301782,6408.790984
841,Oahu,3.3,PMEA,2.558301782,6408.790984
842,Oahu,3.3,PMEA,2.558301782,6408.790984
843,Oahu,3.9,PDAM,2.558301782,6408.790984
844,Oahu,3.3,PMEA,2.558301782,6408.790984
845,Oahu,3.9,PDAM,2.558301782,6408.790984
846,Oahu,3.3,PMEA,2.558301782,6408.790984
847,Oahu,3.9,PDAM,2.558301782,6408.790984
848,Oahu,3.3,PMEA,2.558301782,6408.790984
849,Oahu,3.9,PDAM,2.558301782,6408.790984
850,Oahu,3.9,PDAM,2.558301782,6408.790984
851,Oahu,3.3,PLUT,2.558301782,6408.790984
852,Oahu,3.3,PLUT,2.558301782,6408.790984
853,Oahu,3.3,PLUT,2.558301782,6408.790984
854,Oahu,3.3,PLUT,2.558301782,6408.790984
855,Oahu,3.3,PLUT,2.558301782,6408.790984
856,Oahu,2.0,PMEA,2.558301782,6408.790984
857,Oahu,2.0,PMEA,2.558301782,6408.790984
858,Oahu,2.0,PMEA,2.558301782,6408.790984
859,Oahu,2.0,PMEA,2.558301782,6408.790984
860,Oahu,2.0,PMEA,2.558301782,6408.790984
